"locid","address","X","Y","capacity","ID"
"36.867381,-76.27303","2423 Barre Street NORFOLK VA 23504",36.867381,-76.27303,9,"l2769"
"38.474167,-77.399882","100 Sandpiper Terrace STAFFORD VA 22554",38.474167,-77.399882,12,"l2770"
"38.8733932,-77.1213478","5220 N. 5th Street ARLINGTON VA 22203",38.8733932,-77.1213478,12,"l2771"
"37.5420229,-77.3241213","601 West Nine Mile Road HENRICO VA 23075",37.5420229,-77.3241213,6,"l2772"
"38.7574903,-77.5700467","12716 Crossman Creek Way BRISTOW VA 20136",38.7574903,-77.5700467,12,"l2773"
"37.4413211,-77.4590786","5919 Silver Oak Lane N. CHESTERFIELD VA 23234",37.4413211,-77.4590786,12,"l2774"
"39.047948,-77.3778619","20557 Morningside Terrace STERLING VA 20165",39.047948,-77.3778619,9,"l2775"
"37.547664,-77.3325747","34 South Cedar Avenue HIGHLAND SPRINGS VA 23075",37.547664,-77.3325747,12,"l2776"
"39.0397716,-77.5984311","40597 Banshee Drive LEESBURG VA 20175",39.0397716,-77.5984311,12,"l2777"
"38.7904827,-77.1053898","5905 Ridge View Drive ALEXANDRIA VA 22310",38.7904827,-77.1053898,12,"l2778"
"38.9539572,-77.3080987","10513 Hunting Crest Lane VIENNA VA 22182",38.9539572,-77.3080987,7,"l2779"
"38.81694,-77.3186894","5205 Lindsay Street FAIRFAX VA 22032",38.81694,-77.3186894,7,"l2780"
"38.7434267,-77.1034343","7832 Martha Washington Street ALEXANDRIA VA 22309",38.7434267,-77.1034343,7,"l2781"
"39.051712,-77.4017439","10 Amersham Court STERLING VA 20165",39.051712,-77.4017439,12,"l2782"
"39.0400279,-77.5199985","20839 Blythwood Court ASHBURN VA 20147",39.0400279,-77.5199985,12,"l2783"
"38.7371901,-77.1718597","6614 Winstead Manor Court LORTON VA 22079",38.7371901,-77.1718597,9,"l2784"
"38.8544209,-77.3051142","10319 Wood Road FAIRFAX VA 22030",38.8544209,-77.3051142,12,"l2785"
"38.7283338,-77.1057495","4201 Sonia Court ALEXANDRIA VA 22309",38.7283338,-77.1057495,7,"l2786"
"36.7190065,-79.9654542","9 Briar Hill Drive FIELDALE VA 24089",36.7190065,-79.9654542,10,"l2787"
"39.040251,-77.510435","43107 Gatwick Square ASHBURN VA 20147",39.040251,-77.510435,9,"l2788"
"38.4645486,-77.4904295","20 Pickos Place STAFFORD VA 22556",38.4645486,-77.4904295,12,"l2789"
"36.6020836,-79.3988901","246 Arnett Blvd DANVILLE VA 24540",36.6020836,-79.3988901,5,"l2790"
"38.7365021,-77.120696","8119 Cooper Street ALEXANDRIA VA 22309",38.7365021,-77.120696,12,"l2791"
"38.8463154,-77.0739959","2101 South 27th Street ARLINGTON VA 22206",38.8463154,-77.0739959,9,"l2792"
"38.7490225,-77.2270209","7841 Roundabout Way SPRINGFIELD VA 22153",38.7490225,-77.2270209,7,"l2793"
"36.8455464,-76.4702036","6012 Steeplechase Lane SUFFOLK VA 23435",36.8455464,-76.4702036,12,"l2794"
"38.8531917,-77.4653794","14933 Jaslow Street CENTREVILLE VA 20120",38.8531917,-77.4653794,12,"l2795"
"38.2477134,-78.1257753","286 Hilltop Drive ORANGE VA 22960",38.2477134,-78.1257753,12,"l2796"
"38.8102334,-77.1040467","34 South Gordon Street ALEXANDRIA VA 22304",38.8102334,-77.1040467,8,"l2797"
"38.8519835,-77.2904603","3631 Heritage Lane FAIRFAX VA 22030",38.8519835,-77.2904603,12,"l2798"
"38.7850361,-77.2481709","8801 Winding Hollow Way SPRINGFIELD VA 22152",38.7850361,-77.2481709,5,"l2799"
"38.8269198,-77.1910433","7110 Jayhawk Street ANNANDALE VA 22003",38.8269198,-77.1910433,7,"l2800"
"38.8175585,-77.1882415","4894 Sunset Lane ANNANDALE VA 22003",38.8175585,-77.1882415,12,"l2801"
"38.6609947,-77.3332277","4050 Westwind Drive WOODBRIDGE VA 22193",38.6609947,-77.3332277,12,"l2802"
"37.3867966,-77.4664999","9308 Windwood Ct NORTH CHESTERFIELD VA 23237",37.3867966,-77.4664999,5,"l2803"
"38.7859858,-77.1960745","7318 Essex Avenue SPRINGFIELD VA 22150",38.7859858,-77.1960745,12,"l2804"
"38.8603788,-77.4549366","14700 Braddock Road CENTREVILLE VA 20120",38.8603788,-77.4549366,12,"l2805"
"38.8592868,-77.4127969","13565 Melville Lane CHANTILLY VA 20151",38.8592868,-77.4127969,12,"l2806"
"38.7885189,-77.262245","6009 Ticonderoga Court BURKE VA 22015",38.7885189,-77.262245,12,"l2807"
"37.2433955,-79.9883951","3626 Spring Road SW ROANOKE VA 24015",37.2433955,-79.9883951,12,"l2808"
"38.8723437,-77.3162662","3249 Jermantown Road FAIRFAX VA 22030",38.8723437,-77.3162662,12,"l2809"
"36.8356834,-76.3276597","2214 Queen Street PORTSMOUTH VA 23704",36.8356834,-76.3276597,12,"l2810"
"37.4628939,-77.5264489","6911 Able Road CHESTERFIELD VA 23832",37.4628939,-77.5264489,12,"l2811"
"36.804307,-76.069671","998 Boughton Way VIRGINIA BEACH VA 23453",36.804307,-76.069671,12,"l2812"
"38.7915264,-77.4794511","9330 King George Drive MANASSAS VA 20109",38.7915264,-77.4794511,12,"l2813"
"38.0190738,-78.4932415","227 Brookwood Drive CHARLOTTESVILLE VA 22902",38.0190738,-78.4932415,8,"l2814"
"36.8587385,-76.1664977","616 Connie Way VIRGINIA BEACH VA 23462",36.8587385,-76.1664977,10,"l2815"
"38.92803,-77.547187","42070 Pepperbush Place ALDIE VA 20105",38.92803,-77.547187,9,"l2816"
"38.8975747,-77.5051253","43300 Lochdon Lane CHANTILLY VA 20152",38.8975747,-77.5051253,12,"l2817"
"38.7462192,-77.0829889","3012 Heritage Springs Ct. ALEXANDRIA VA 22306",38.7462192,-77.0829889,5,"l2818"
"38.8671686,-77.1681754","3040 Cedarwood Lane FALLS CHURCH VA 22042",38.8671686,-77.1681754,10,"l2819"
"38.8772107,-77.2122898","2821 Hogan Court FALLS CHURCH VA 22043",38.8772107,-77.2122898,12,"l2820"
"38.7309403,-77.1006245","8340 Reddick Avenue ALEXANDRIA VA 22309",38.7309403,-77.1006245,12,"l2821"
"38.7063142,-77.2085169","9221 Wildwood Street LORTON VA 22079",38.7063142,-77.2085169,12,"l2822"
"38.9001536,-77.1688719","6526 Roosevelt Street FALLS CHURCH VA 22043",38.9001536,-77.1688719,12,"l2823"
"38.8733964,-77.1447639","6099 Wilson Blvd ARLINGTON VA 22205",38.8733964,-77.1447639,9,"l2824"
"38.8205799,-77.0783688","3011 King Street ALEXANDRIA VA 22302",38.8205799,-77.0783688,9,"l2825"
"38.8663362,-77.1848887","3033 Westfall Place FALLS CHURCH VA 22042",38.8663362,-77.1848887,12,"l2826"
"38.8888106,-77.2013751","7414 Allan Avenue FALLS CHURCH VA 22046",38.8888106,-77.2013751,12,"l2827"
"38.8637268,-77.1554817","3115 Valley Lane FALLS CHURCH VA 22044",38.8637268,-77.1554817,7,"l2828"
"38.2703934,-77.9193049","26105 Lafayette Dr. RHOADESVILLE VA 22542",38.2703934,-77.9193049,12,"l2829"
"37.4645607,-77.3030498","3955 Turner Woods Road RICHMOND VA 23231",37.4645607,-77.3030498,12,"l2830"
"38.8576212,-77.0952296","3730 S. 13th Street ARLINGTON VA 22204",38.8576212,-77.0952296,9,"l2831"
"38.8753816,-77.2792834","2921 Sayre Road FAIRFAX VA 22031",38.8753816,-77.2792834,12,"l2832"
"38.918757,-77.526417","42692 Sandman Terrace CHANTILLY VA 20152",38.918757,-77.526417,9,"l2833"
"38.8012505,-77.2416603","5511 Southampton Drive SPRINGFIELD VA 22151",38.8012505,-77.2416603,7,"l2834"
"38.8377136,-77.1255729","5603 Dawes Avenue ALEXANDRIA VA 22311",38.8377136,-77.1255729,12,"l2835"
"38.9279888,-77.1206735","4136 41st Street N. ARLINGTON VA 22207",38.9279888,-77.1206735,9,"l2836"
"38.7642874,-77.6175887","8769 Ellis Mill Drive GAINESVILLE VA 20155",38.7642874,-77.6175887,12,"l2837"
"38.6970367,-77.2314893","9607 Sloway Coast Drive LORTON VA 22079",38.6970367,-77.2314893,10,"l2838"
"38.946637,-77.402654","13174 Diamond Mill Drive HERNDON VA 20171",38.946637,-77.402654,9,"l2839"
"38.7103129,-77.2068101","7644 Summerhill Court LORTON VA 22079",38.7103129,-77.2068101,7,"l2840"
"38.8233108,-77.1960071","7226 Sipes Lane ANNANDALE VA 22003",38.8233108,-77.1960071,12,"l2841"
"38.9016278,-77.172017","6606 Moly Drive FALLS CHURCH VA 22046",38.9016278,-77.172017,12,"l2842"
"38.8042598,-77.2783856","5412 Duxford Pl BURKE VA 22015",38.8042598,-77.2783856,7,"l2843"
"39.021985,-77.3921698","115 Connemara Drive STERLING VA 20164",39.021985,-77.3921698,12,"l2844"
"38.6943943,-77.2180724","7900 Gunston Woods Place LORTON VA 22079",38.6943943,-77.2180724,5,"l2845"
"38.763567,-77.089695","3349 Beechcliff Drive ALEXANDRIA VA 22306",38.763567,-77.089695,10,"l2846"
"38.1497712,-78.4589205","1141 Fox Ridge Drive EARLYSVILLE VA 22936",38.1497712,-78.4589205,10,"l2847"
"38.931396,-77.356496","11885 Saint Trinians Court RESTON VA 20191",38.931396,-77.356496,5,"l2848"
"39.1277914,-77.7368701","17006 Lakewood Court PURCELLVILLE VA 20132",39.1277914,-77.7368701,12,"l2849"
"36.8744131,-76.2329073","2709 Sewells Point Road NORFOLK VA 23513",36.8744131,-76.2329073,9,"l2850"
"38.8575228,-77.1782396","6735 Princess Anne Lane FALLS CHURCH VA 22042",38.8575228,-77.1782396,12,"l2851"
"38.7327709,-77.1040412","4207 Main Street ALEXANDRIA VA 22309",38.7327709,-77.1040412,5,"l2852"
"38.8615505,-77.1300226","5916 5th Road South ARLINGTON VA 22204",38.8615505,-77.1300226,12,"l2853"
"37.2117134,-77.3751004","1823 Walton Street PETERSBURG VA 23805",37.2117134,-77.3751004,9,"l2854"
"38.8297196,-77.206855","7521 Mc Whorter Place Apt. T2 ANNANDALE VA 22003",38.8297196,-77.206855,5,"l2855"
"38.828298,-77.1281574","5683 Derby Court #11 ALEXANDRIA VA 22311",38.828298,-77.1281574,5,"l2856"
"38.7674238,-77.5493583","11902 Molly Pitcher Circle MANASSAS VA 20109",38.7674238,-77.5493583,12,"l2857"
"38.9906037,-77.4962095","43682 Lucketts Bridge Circle ASHBURN VA 20148",38.9906037,-77.4962095,12,"l2858"
"38.7881051,-77.1125375","4600 Picot Road ALEXANDRIA VA 22310",38.7881051,-77.1125375,7,"l2859"
"38.835834,-77.202871","4101 Wadsworth Ct Apt #3 ANNANDALE VA 22003",38.835834,-77.202871,5,"l2860"
"39.0291986,-77.5303458","42532 Sungrove Terrace ASHBURN VA 20148",39.0291986,-77.5303458,12,"l2861"
"38.9141775,-77.5156084","42994 Center Street CHANTILLY VA 20152",38.9141775,-77.5156084,9,"l2862"
"38.8668286,-77.1982402","7346 Arlington Blvd FALLS CHURCH VA 22042",38.8668286,-77.1982402,5,"l2863"
"38.8934266,-77.2688238","320 Johnson Street SW VIENNA VA 22180",38.8934266,-77.2688238,7,"l2864"
"38.8000029,-77.278509","5657 Chelmsford Court BURKE VA 22015",38.8000029,-77.278509,12,"l2865"
"38.8071552,-77.6353335","6938 Little John Court HAYMARKET VA 20169",38.8071552,-77.6353335,12,"l2866"
"38.8432025,-77.0667448","601 Four Mile Road #104 ALEXANDRIA VA 22305",38.8432025,-77.0667448,5,"l2867"
"38.9012663,-77.3360095","2739 Clarkes Landing Drive OAKTON VA 22124",38.9012663,-77.3360095,12,"l2868"
"39.2208366,-77.7437551","14311 Pinot Noir Lane PURCELLVILLE VA 20132",39.2208366,-77.7437551,9,"l2869"
"38.8865902,-77.2289744","8202 Bucknell Drive VIENNA VA 22180",38.8865902,-77.2289744,12,"l2870"
"37.3054769,-80.0187115","5066 Northwood Drive ROANOKE VA 24017",37.3054769,-80.0187115,12,"l2871"
"39.1305673,-77.5360884","837 Balls Bluff Road NE LEESBURG VA 20176",39.1305673,-77.5360884,5,"l2872"
"38.8438743,-77.1971526","7307 Wayne Drive ANNANDALE VA 22003",38.8438743,-77.1971526,7,"l2873"
"39.1169563,-77.5352952","1233 Tennessee Drive NE LEESBURG VA 20176",39.1169563,-77.5352952,9,"l2874"
"39.1111829,-77.5858739","422 Deerpath Avenue SW LEESBURG VA 20175-2517",39.1111829,-77.5858739,12,"l2875"
"38.8515565,-77.1867306","3410 Slade Court FALLS CHURCH VA 22042",38.8515565,-77.1867306,12,"l2876"
"38.8033305,-77.1806208","6810 Hopewell Avenue SPRINGFIELD VA 22151",38.8033305,-77.1806208,12,"l2877"
"38.8764651,-77.1197296","706 N. George Mason Drive ARLINGTON VA 22203",38.8764651,-77.1197296,12,"l2878"
"38.7391861,-77.2381578","8471 Summer Breeze Lane SPRINGFIELD VA 22153",38.7391861,-77.2381578,12,"l2879"
"38.9027723,-77.2541877","411 Branch Road S.E. VIENNA VA 22180",38.9027723,-77.2541877,12,"l2880"
"38.9058331,-77.5473206","25833 Sycamore Grove Place ALDIE VA 20105",38.9058331,-77.5473206,12,"l2881"
"38.7557437,-77.164828","7420 Beulah Street ALEXANDRIA VA 22315",38.7557437,-77.164828,12,"l2882"
"38.9310905,-77.3886718","12802 Pinecrest Road HERNDON VA 20171",38.9310905,-77.3886718,12,"l2883"
"39.0836162,-77.5153844","19248 Broken Rock Street LEESBURG VA 20175",39.0836162,-77.5153844,12,"l2884"
"39.0912356,-77.5147136","18945 Longhouse Place LEESBURG VA 20176",39.0912356,-77.5147136,12,"l2885"
"38.8591606,-77.0892499","3120 South 13th Street ARLINGTON VA 22204",38.8591606,-77.0892499,9,"l2886"
"38.812889,-77.23141","5125 Overlook Park ANNANDALE VA 22003",38.812889,-77.23141,5,"l2887"
"38.7893056,-77.2554898","9075 Brook Ford Rd BURKE VA 22015",38.7893056,-77.2554898,7,"l2888"
"38.9575142,-77.5859634","41041 Maplehurst Drive ALDIE VA 20105",38.9575142,-77.5859634,12,"l2889"
"38.9174366,-77.3971027","3042 Burchlawn Street HERNDON VA 20171",38.9174366,-77.3971027,12,"l2890"
"38.8758165,-77.5479252","42095 Pemberly Court CHANTILLY VA 20152",38.8758165,-77.5479252,12,"l2891"
"38.670153,-77.354583","13083 Quate Lane WOODBRIDGE VA 22192",38.670153,-77.354583,12,"l2892"
"38.8569104,-77.1238087","5614 7th Place South ARLINGTON VA 22204",38.8569104,-77.1238087,9,"l2893"
"38.9231936,-77.3722949","2606-A Seskey Glen Court HERNDON VA 20171",38.9231936,-77.3722949,12,"l2894"
"38.7761282,-77.0731097","2404 Belle Haven Meadows Court ALEXANDRIA VA 22306",38.7761282,-77.0731097,12,"l2895"
"38.8656428,-77.3523064","3920 Kathryn Jean Court FAIRFAX VA 22033",38.8656428,-77.3523064,5,"l2896"
"38.862108,-77.390572","4602 Fair Valley Drive FAIRFAX VA 22033",38.862108,-77.390572,5,"l2897"
"39.0530195,-77.4852765","43841 Laurel Ridge Drive ASHBURN VA 20147",39.0530195,-77.4852765,12,"l2898"
"38.8155047,-77.2975967","5002 Wheatstone Dr. FAIRFAX VA 22032",38.8155047,-77.2975967,7,"l2899"
"38.8781942,-77.5452588","26743 Marbury Estates CHANTILLY VA 20152",38.8781942,-77.5452588,12,"l2900"
"38.9977418,-77.3657751","1214 Rowland Drive HERNDON VA 20170",38.9977418,-77.3657751,12,"l2901"
"39.0979725,-77.5214319","745 Bonnie Ridge Drive NE. LEESBURG VA 20176",39.0979725,-77.5214319,12,"l2902"
"38.7891398,-77.2452526","5958 Hall Street SPRINGFIELD VA 22152",38.7891398,-77.2452526,12,"l2903"
"38.8976147,-77.1210356","4703 North 20th Road Unit #2 ARLINGTON VA 22207",38.8976147,-77.1210356,5,"l2904"
"38.8654047,-77.0750863","1726 Columbia Pike ARLINGTON VA 22204",38.8654047,-77.0750863,9,"l2905"
"39.0227152,-77.4882787","43744 McCollough Court ASHBURN VA 20147",39.0227152,-77.4882787,12,"l2906"
"38.8772276,-77.1150548","613 N. Wakefield Street ARLINGTON VA 22203",38.8772276,-77.1150548,9,"l2907"
"38.7232621,-77.1089862","8632 Gateshead Road ALEXANDRIA VA 22309",38.7232621,-77.1089862,12,"l2908"
"38.74801,-77.175476","7739 Sullivan Cir ALEXANDRIA VA 22315",38.74801,-77.175476,12,"l2909"
"38.7423224,-77.2403132","8047 Winding Way Court SPRINGFIELD VA 22153",38.7423224,-77.2403132,12,"l2910"
"38.9134744,-77.1971526","1913 Hillside Drive FALLS CHURCH VA 22043",38.9134744,-77.1971526,12,"l2911"
"38.830568,-77.4095462","13336 Braddock Road CLIFTON VA 20124",38.830568,-77.4095462,12,"l2912"
"38.762765,-77.1635699","7233 Barry Road ALEXANDRIA VA 22315",38.762765,-77.1635699,12,"l2913"
"38.899538,-77.155594","6324 31st Street N ARLINGTON VA 22207",38.899538,-77.155594,12,"l2914"
"38.7186567,-77.1156841","8807 Oak Leaf Drive ALEXANDRIA VA 22309",38.7186567,-77.1156841,12,"l2915"
"38.8770693,-77.085653","2417 Washington Blvd ARLINGTON VA 22201",38.8770693,-77.085653,12,"l2916"
"38.8482199,-77.1160437","3511 Leesburg Ct #203 ALEXANDRIA VA 22302",38.8482199,-77.1160437,5,"l2917"
"38.7182708,-77.2305013","8156 American Holly Rd LORTON VA 22079",38.7182708,-77.2305013,12,"l2918"
"38.7543424,-77.0918576","3426 Beechcraft Drive ALEXANDRIA VA 22306",38.7543424,-77.0918576,12,"l2919"
"39.1012269,-77.5157824","1319 Tenaya Way LEESBURG VA 20176",39.1012269,-77.5157824,12,"l2920"
"38.9637143,-77.4035488","1115 Autumn Haze Court HERNDON VA 20170",38.9637143,-77.4035488,9,"l2921"
"38.7272419,-77.4554744","10550 Tattersall Drive MANASSAS VA 20112",38.7272419,-77.4554744,12,"l2922"
"38.83291,-77.1140433","5001 Seminary Road Apt 1520 ALEXANDRIA VA 22311",38.83291,-77.1140433,4,"l2923"
"38.7667394,-77.3159745","7775 Clifton Road FAIRFAX STATION VA 22039",38.7667394,-77.3159745,12,"l2924"
"38.9297217,-77.5483058","42040 Bear Tooth Drive ALDIE VA 20105",38.9297217,-77.5483058,12,"l2925"
"38.8693482,-77.179374","6800 Arlington Blvd FALLS CHURCH VA 22042",38.8693482,-77.179374,7,"l2926"
"39.0111156,-77.4137833","21124 Midday Lane STERLING VA 20164",39.0111156,-77.4137833,9,"l2927"
"38.8382702,-77.2789019","4110 Whitacre FAIRFAX VA 22032",38.8382702,-77.2789019,12,"l2928"
"37.6110751,-77.4909672","3012 Pinehurst Road HENRICO VA 23228",37.6110751,-77.4909672,12,"l2929"
"37.907806,-76.868133","1331 Hoskins Drive TAPPAHANNOCK VA 22560",37.907806,-76.868133,12,"l2930"
"37.5627581,-76.8056198","3350 Mattaponi Avenue WEST POINT VA 23181",37.5627581,-76.8056198,12,"l2931"
"38.7838614,-77.1512801","6107 Franconia Forest Lane ALEXANDRIA VA 22310",38.7838614,-77.1512801,12,"l2932"
"38.712639,-77.0642265","1912 Prices Lane ALEXANDRIA VA 22308",38.712639,-77.0642265,12,"l2933"
"38.7851853,-77.1408738","6023 Buttercup Court ALEXANDRIA VA 22310",38.7851853,-77.1408738,5,"l2934"
"38.9481289,-77.381496","12553 Cross Country Lane RESTON VA 20191",38.9481289,-77.381496,12,"l2935"
"38.8838989,-77.415532","4113 Lees Corner Road CHANTILLY VA 20151",38.8838989,-77.415532,12,"l2936"
"38.8664726,-77.2045642","7508 Arlington Blvd. FALLS CHURCH VA 22042",38.8664726,-77.2045642,7,"l2937"
"38.8397582,-77.4228401","5642 Powers Lane CENTREVILLE VA 20120",38.8397582,-77.4228401,12,"l2938"
"39.045633,-77.4251479","45521 Lake Haven Terrace STERLING VA 20165",39.045633,-77.4251479,12,"l2939"
"38.8618929,-77.1881008","7013 Oak Ridge Road FALLS CHURCH VA 22042",38.8618929,-77.1881008,12,"l2940"
"38.885439,-77.2329038","8315 Cottage Street VIENNA VA 22180",38.885439,-77.2329038,12,"l2941"
"37.298649,-78.386133","611 Longwood Avenue FARMVILLE VA 23901",37.298649,-78.386133,10,"l2942"
"37.4652096,-77.4660517","4224 Martha Lane RICHMOND VA 23234",37.4652096,-77.4660517,4,"l2943"
"38.8527477,-77.108402","1223 S. Columbus Street ARLINGTON VA 22204",38.8527477,-77.108402,9,"l2944"
"38.84715,-77.454328","5815 Stream Pond Court CENTREVILLE VA 20120",38.84715,-77.454328,12,"l2945"
"38.8211997,-77.1255787","823 N. Van Dorn Street ALEXANDRIA VA 22304",38.8211997,-77.1255787,5,"l2946"
"38.8760244,-77.4218089","13717 Mcgil Drive CHANTILLY VA 20151",38.8760244,-77.4218089,7,"l2947"
"38.9466309,-77.393961","13117 Park Crescent Circle HERNDON VA 20171",38.9466309,-77.393961,5,"l2948"
"38.763231,-77.143436","6060 Joust Lane ALEXANDRIA VA 22315",38.763231,-77.143436,12,"l2949"
"38.9207298,-77.196344","1724 Olney Road FALLS CHURCH VA 22043",38.9207298,-77.196344,7,"l2950"
"38.7366449,-77.1711184","6606 Winstead Manor Court LORTON VA 22079",38.7366449,-77.1711184,12,"l2951"
"38.084883,-78.4563005","504 Berwick Court CHARLOTTESVILLE VA 22901",38.084883,-78.4563005,12,"l2952"
"38.7852366,-77.1311463","5600 Brookland Court ALEXANDRIA VA 22310",38.7852366,-77.1311463,5,"l2953"
"38.8370207,-77.1611659","4001 Downing Street ANNANDALE VA 22003",38.8370207,-77.1611659,12,"l2954"
"38.8632653,-77.1773186","3136 Annandale Road FALLS CHURCH VA 22042",38.8632653,-77.1773186,12,"l2955"
"38.8033759,-77.3233232","10586 John Ayres Drive FAIRFAX VA 22032",38.8033759,-77.3233232,12,"l2956"
"39.2401472,-77.5005107","13499 Eagles Rest Drive LEESBURG VA 20176",39.2401472,-77.5005107,12,"l2957"
"38.9132323,-77.5475669","42065 Foley Headwaters Street ALDIE VA 20105",38.9132323,-77.5475669,12,"l2958"
"38.9365157,-77.5284524","24613 Jenkins Leaf Terrace STERLING VA 20166",38.9365157,-77.5284524,9,"l2959"
"39.0655379,-77.447552","19907 Ridgecrest Square ASHBURN VA 20147",39.0655379,-77.447552,7,"l2960"
"38.8736726,-77.1443594","6092 8th Place N ARLINGTON VA 22205",38.8736726,-77.1443594,12,"l2961"
"38.9828327,-77.3638687","1531 Coat Ridge Rd. HERNDON VA 20170",38.9828327,-77.3638687,12,"l2962"
"38.7878651,-77.1970628","7316 Floyd Avenue SPRINGFIELD VA 22150",38.7878651,-77.1970628,7,"l2963"
"38.7995111,-77.1601724","5608 Bismach Drive Apt. # 202 ALEXANDRIA VA 22312",38.7995111,-77.1601724,5,"l2964"
"38.769147,-77.2343408","6706 Portee Court SPRINGFIELD VA 22152",38.769147,-77.2343408,7,"l2965"
"38.9695654,-77.405959","715 Fall Place HERNDON VA 20170",38.9695654,-77.405959,12,"l2966"
"37.0186773,-79.9963028","2231 Deyerle Knob Rd. ROCKY MOUNT VA 24151",37.0186773,-79.9963028,12,"l2967"
"38.9301596,-77.2709786","9436 Old Courthouse Road VIENNA VA 22182",38.9301596,-77.2709786,12,"l2968"
"38.9016636,-77.5478327","42169 Oak Crest Circle ALDIE VA 20105",38.9016636,-77.5478327,12,"l2969"
"38.7644785,-77.161795","6437 Windham Ave. ALEXANDRIA VA 22315",38.7644785,-77.161795,7,"l2970"
"38.8177253,-77.1664272","6544 Braddock Road ALEXANDRIA VA 22312",38.8177253,-77.1664272,7,"l2971"
"38.8767692,-77.4312237","4530 Waverly Crossing Lane CHANTILLY VA 20151",38.8767692,-77.4312237,7,"l2972"
"38.7301764,-77.0876763","8339 Bound Brook Lane ALEXANDRIA VA 22309",38.7301764,-77.0876763,12,"l2973"
"38.8432025,-77.0667448","601 Four Mile Road #103 ALEXANDRIA VA 22305",38.8432025,-77.0667448,5,"l2974"
"38.8680467,-77.09771","210 South Glebe Road ARLINGTON VA 22204",38.8680467,-77.09771,12,"l2975"
"38.7685388,-77.0760306","2600 Memorial Street ALEXANDRIA VA 22306",38.7685388,-77.0760306,7,"l2976"
"38.84419,-77.267422","3731 Persimmon Circle FAIRFAX VA 22031",38.84419,-77.267422,5,"l2977"
"38.9868007,-77.3957125","12847 Fantasia Drive HERNDON VA 20170",38.9868007,-77.3957125,12,"l2978"
"38.766251,-77.2223503","6913 Rolling Road SPRINGFIELD VA 22152",38.766251,-77.2223503,12,"l2979"
"38.9182766,-77.2038905","1804 Peabody Drive FALLS CHURCH VA 22043",38.9182766,-77.2038905,12,"l2980"
"38.8616938,-77.1278877","5809 S. 5th Road ARLINGTON VA 22204",38.8616938,-77.1278877,12,"l2981"
"38.9452377,-77.576116","24286 Purple Finch Drive ALDIE VA 20105",38.9452377,-77.576116,12,"l2982"
"38.6124129,-77.2986559","15684 Mendoza Lane WOODBRIDGE VA 22191",38.6124129,-77.2986559,4,"l2983"
"38.4767728,-77.3702831","205 Bosun Cove STAFFORD VA 22554",38.4767728,-77.3702831,12,"l2984"
"38.757202,-77.075613","2456 Windbreak Drive ALEXANDRIA VA 22306",38.757202,-77.075613,5,"l2985"
"38.4495819,-78.0277883","12332 Osprey Lane CULPEPER VA 22701",38.4495819,-78.0277883,12,"l2986"
"39.0832576,-77.4968451","19263 Coton Holdings Court LEESBURG VA 20176",39.0832576,-77.4968451,12,"l2987"
"38.8252397,-77.2950833","4758 Tapestry Drive FAIRFAX VA 22032",38.8252397,-77.2950833,12,"l2988"
"38.8704707,-77.1390564","528 N. Lombardy Street ARLINGTON VA 22203",38.8704707,-77.1390564,9,"l2989"
"38.7347541,-77.1207185","8208 Cooper Street ALEXANDRIA VA 22309",38.7347541,-77.1207185,12,"l2990"
"38.8533812,-77.1090311","1201 S. Columbus Street ARLINGTON VA 22204",38.8533812,-77.1090311,9,"l2991"
"38.8303421,-77.4508578","14707 Saint Germain Dr CENTREVILLE VA 20121",38.8303421,-77.4508578,7,"l2992"
"38.9969501,-77.5816654","22427 Dinah Pl LEESBURG VA 20175",38.9969501,-77.5816654,12,"l2993"
"38.7852174,-77.1138635","4604 Eaton Place ALEXANDRIA VA 22310",38.7852174,-77.1138635,12,"l2994"
"38.8169012,-77.458567","14725 Calvary Place CENTREVILLE VA 20121",38.8169012,-77.458567,12,"l2995"
"38.8972796,-77.1151943","4352 Lee Hwy. Apt. G2 ARLINGTON VA 22207",38.8972796,-77.1151943,6,"l2996"
"38.8224526,-77.261057","4636 Guinea Road FAIRFAX VA 22032",38.8224526,-77.261057,12,"l2997"
"38.9197571,-77.1861466","7000 Tyndale Street MCLEAN VA 22101",38.9197571,-77.1861466,10,"l2998"
"36.6476582,-79.9780397","518 Pond Road MARTINSVILLE VA 24112",36.6476582,-79.9780397,12,"l2999"
"38.4486757,-78.0121582","175 Queen Victoria Street CULPEPER VA 22701",38.4486757,-78.0121582,12,"l3000"
"38.7839512,-77.1618399","6405 Meriwether Lane SPRINGFIELD VA 22150",38.7839512,-77.1618399,12,"l3001"
"38.819801,-77.1528753","4809 Seminole Avenue ALEXANDRIA VA 22312",38.819801,-77.1528753,7,"l3002"
"38.7616469,-77.1623791","6484 Silver Ridge Circle ALEXANDRIA VA 22315",38.7616469,-77.1623791,5,"l3003"
"38.7791268,-77.289585","9917 Marquand Drive BURKE VA 22015",38.7791268,-77.289585,7,"l3004"
"38.7860979,-77.1185596","6011 Leewood Drive ALEXANDRIA VA 22310",38.7860979,-77.1185596,7,"l3005"
"38.7847889,-77.1910882","6104 Dinwiddie Street SPRINGFIELD VA 22150",38.7847889,-77.1910882,12,"l3006"
"38.8529145,-77.3164457","3930 Oak Street FAIRFAX VA 22030",38.8529145,-77.3164457,5,"l3007"
